Archivo,Sitio,Codigo_muestra,Indice,Tiempo_s,E_plot_V,Ganancia,dI_nA,dI_smooth_nA
Carimagua (10b)_COS,Carimagua,10b,247,4.92,1.476,G3,0.06250095368886832,0.03571483067938581
Carimagua (10b)_COS,Carimagua,10b,248,4.94,1.482,G3,0,0
Carimagua (10b)_COS,Carimagua,10b,249,4.96,1.488,G3,0,0
Carimagua (10b)_COS,Carimagua,10b,250,4.98,1.494,G3,0.0625009536890957,0.0625009536890957
Carimagua (11a)_COS,Carimagua,11a,1,0,0.015,G0,-62.50095368898474,-62.50095368898474
Carimagua (11a)_COS,Carimagua,11a,2,0.02,0.018,G0,0,0
Carimagua (11a)_COS,Carimagua,11a,3,0.04,0.021,G0,-62.50095368898474,-62.50095368898474
Carimagua (11a)_COS,Carimagua,11a,4,0.06,0.024,G0,0,-80.35836902856161
Carimagua (11a)_COS,Carimagua,11a,5,0.08,0.027,G0,-125.00190737773664,-89.28707669838332
Carimagua (11a)_COS,Carimagua,11a,6,0.1,0.03,G0,-250.0038147554733,-107.1444920380267
Carimagua (11a)_COS,Carimagua,11a,7,0.12,0.036,G0,-62.500953688751906,-116.0731997078484
Carimagua (11a)_COS,Carimagua,11a,8,0.14,0.04199999999999999,G0,-125.00190737773664,-142.85932271738005
Carimagua (11a)_COS,Carimagua,11a,9,0.16,0.048,G0,-125.0019073775038,-125.00190737770338
Carimagua (11a)_COS,Carimagua,11a,10,0.18,0.054,G0,-125.00190737773664,-116.07319970788167
Carimagua (11a)_COS,Carimagua,11a,11,0.2,0.06,G0,-187.50286106672135,-133.93061504759157
Carimagua (11a)_COS,Carimagua,11a,12,0.22,0.066,G0,0,-133.9306150475916
Carimagua (11a)_COS,Carimagua,11a,13,0.24,0.072,G0,-187.50286106672135,-116.07319970794819
Carimagua (11a)_COS,Carimagua,11a,14,0.26,0.078,G0,-187.50286106672135,-71.42966135877316
Carimagua (11a)_COS,Carimagua,11a,15,0.28,0.084,G0,-125.00190737773664,-62.50095368891821
Carimagua (11a)_COS,Carimagua,11a,16,0.3,0.09,G0,0,-80.35836902856161
Carimagua (11a)_COS,Carimagua,11a,17,0.32,0.096,G0,187.50286106648855,-62.50095368888495
Carimagua (11a)_COS,Carimagua,11a,18,0.34,0.102,G0,-125.00190737773664,-62.50095368885169
Carimagua (11a)_COS,Carimagua,11a,19,0.36,0.108,G0,-125.0019073775038,-53.57224601902998
Carimagua (11a)_COS,Carimagua,11a,20,0.38,0.114,G0,-62.50095368898474,-80.35836902856161
Carimagua (11a)_COS,Carimagua,11a,21,0.4,0.12,G0,-187.50286106648855,-125.00190737770335
Carimagua (11a)_COS,Carimagua,11a,22,0.42,0.126,G0,-62.50095368898474,-125.00190737773663
Carimagua (11a)_COS,Carimagua,11a,23,0.44,0.132,G0,-187.50286106672135,-133.93061504762485
Carimagua (11a)_COS,Carimagua,11a,24,0.46,0.138,G0,-125.0019073775038,-142.85932271744656
Carimagua (11a)_COS,Carimagua,11a,25,0.48,0.144,G0,-125.00190737796947,-142.85932271747978
Carimagua (11a)_COS,Carimagua,11a,26,0.5,0.15,G0,-187.50286106672135,-151.7880303873015
Carimagua (11a)_COS,Carimagua,11a,27,0.52,0.156,G0,-125.00190737773664,-142.8593227174798
Carimagua (11a)_COS,Carimagua,11a,28,0.54,0.162,G0,-187.50286106672135,-151.78803038736802
Carimagua (11a)_COS,Carimagua,11a,29,0.56,0.168,G0,-125.00190737773664,-151.78803038736805
Carimagua (11a)_COS,Carimagua,11a,30,0.58,0.174,G0,-125.00190737796947,-142.85932271754635
Carimagua (11a)_COS,Carimagua,11a,31,0.6,0.18,G0,-187.50286106672135,-142.85932271754635
Carimagua (11a)_COS,Carimagua,11a,32,0.62,0.186,G0,-125.00190737796947,-125.00190737786968
Carimagua (11a)_COS,Carimagua,11a,33,0.64,0.192,G0,-125.00190737796947,-133.93061504772461
Carimagua (11a)_COS,Carimagua,11a,34,0.66,0.198,G0,-125.00190737773664,-133.93061504772464
Carimagua (11a)_COS,Carimagua,11a,35,0.68,0.204,G0,-62.50095368898474,-125.00190737786968
Carimagua (11a)_COS,Carimagua,11a,36,0.7000000000000001,0.21,G0,-187.50286106672135,-133.93061504769136
Carimagua (11a)_COS,Carimagua,11a,37,0.72,0.216,G0,-125.00190737796947,-125.00190737780315
Carimagua (11a)_COS,Carimagua,11a,38,0.74,0.222,G0,-125.00190737773664,-116.07319970798144
Carimagua (11a)_COS,Carimagua,11a,39,0.76,0.228,G0,-187.50286106672135,-116.07319970798144
Carimagua (11a)_COS,Carimagua,11a,40,0.78,0.234,G0,-62.500953688751906,-116.07319970798144
Carimagua (11a)_COS,Carimagua,11a,41,0.8,0.24,G0,-62.50095368898474,-107.14449203809323
Carimagua (11a)_COS,Carimagua,11a,42,0.8200000000000001,0.246,G0,-62.50095368898474,-107.14449203809323
Carimagua (11a)_COS,Carimagua,11a,43,0.84,0.252,G0,-187.50286106672135,-107.14449203805997
Carimagua (11a)_COS,Carimagua,11a,44,0.86,0.258,G0,-62.500953688751906,-107.14449203809323
Carimagua (11a)_COS,Carimagua,11a,45,0.88,0.264,G0,-125.00190737773664,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,46,0.9,0.27,G0,-187.50286106648855,-133.9306150475916
Carimagua (11a)_COS,Carimagua,11a,47,0.92,0.276,G0,-62.50095368898474,-125.00190737773664
Carimagua (11a)_COS,Carimagua,11a,48,0.94,0.28200000000000003,G0,-187.50286106672135,-142.85932271744656
Carimagua (11a)_COS,Carimagua,11a,49,0.96,0.28800000000000003,G0,-125.00190737773664,-133.93061504762485
Carimagua (11a)_COS,Carimagua,11a,50,0.98,0.29400000000000004,G0,-125.00190737773664,-133.9306150476581
Carimagua (11a)_COS,Carimagua,11a,51,1,0.30000000000000004,G0,-187.50286106672135,-125.00190737780315
Carimagua (11a)_COS,Carimagua,11a,52,1.02,0.30600000000000005,G0,-62.50095368898474,-89.28707669841657
Carimagua (11a)_COS,Carimagua,11a,53,1.04,0.312,G0,-187.50286106672135,-107.14449203809323
Carimagua (11a)_COS,Carimagua,11a,54,1.06,0.31799999999999995,G0,0,-107.14449203809323
Carimagua (11a)_COS,Carimagua,11a,55,1.08,0.32399999999999995,G0,62.50095368898474,-107.14449203809323
Carimagua (11a)_COS,Carimagua,11a,56,1.1,0.32999999999999996,G0,-250.0038147554733,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,57,1.12,0.33599999999999997,G0,-125.00190737773664,-89.28707669838332
Carimagua (11a)_COS,Carimagua,11a,58,1.14,0.34199999999999997,G0,-187.50286106672135,-116.07319970788168
Carimagua (11a)_COS,Carimagua,11a,59,1.16,0.348,G0,-125.00190737773664,-142.8593227174133
Carimagua (11a)_COS,Carimagua,11a,60,1.18,0.354,G0,0,-133.9306150475916
Carimagua (11a)_COS,Carimagua,11a,61,1.2,0.36,G0,-187.50286106648855,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,62,1.22,0.366,G0,-125.00190737773664,-107.14449203805998
Carimagua (11a)_COS,Carimagua,11a,63,1.24,0.372,G0,-187.50286106672135,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,64,1.26,0.378,G0,-62.50095368898474,-125.00190737773661
Carimagua (11a)_COS,Carimagua,11a,65,1.28,0.384,G0,-62.500953688751906,-125.00190737776988
Carimagua (11a)_COS,Carimagua,11a,66,1.3,0.39,G0,-187.50286106672135,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,67,1.32,0.396,G0,-62.500953688751906,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,68,1.34,0.402,G0,-187.50286106672135,-133.9306150475916
Carimagua (11a)_COS,Carimagua,11a,69,1.36,0.408,G0,-125.00190737773664,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,70,1.38,0.414,G0,-125.00190737773664,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,71,1.4,0.42,G0,-187.50286106672135,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,72,1.42,0.4260000000000001,G0,0,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,73,1.44,0.4320000000000001,G0,-125.00190737773664,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,74,1.46,0.438,G0,-125.00190737773664,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,75,1.48,0.4439999999999999,G0,-125.00190737773664,-107.14449203805998
Carimagua (11a)_COS,Carimagua,11a,76,1.5,0.45,G0,-187.50286106672135,-133.9306150475916
Carimagua (11a)_COS,Carimagua,11a,77,1.52,0.456,G0,-62.500953688751906,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,78,1.54,0.462,G0,-125.00190737773664,-133.9306150475916
Carimagua (11a)_COS,Carimagua,11a,79,1.56,0.468,G0,-187.50286106672135,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,80,1.58,0.474,G0,-62.50095368898474,-116.07319970788167
Carimagua (11a)_COS,Carimagua,11a,81,1.6,0.48,G0,-187.50286106648855,-125.00190737773663
Carimagua (11a)_COS,Carimagua,11a,82,1.62,0.486,G0,0,-116.07319970788166
Carimagua (11a)_COS,Carimagua,11a,83,1.64,0.492,G0,-187.50286106648855,-142.85932271738005
Carimagua (11a)_COS,Carimagua,11a,84,1.66,0.498,G0,-125.00190737773664,-160.71673805702346
Carimagua (11a)_COS,Carimagua,11a,85,1.68,0.504,G0,-62.500953688751906,-169.64544572687842
Carimagua (11a)_COS,Carimagua,11a,86,1.7,0.51,G0,-375.00572213320993,-205.36027640623175
Carimagua (11a)_COS,Carimagua,11a,87,1.72,0.516,G0,-187.50286106648855,-205.36027640623175
Carimagua (11a)_COS,Carimagua,11a,88,1.74,0.522,G0,-250.0038147554733,-223.2176917459084
Carimagua (11a)_COS,Carimagua,11a,89,1.76,0.528,G0,-250.0038147554733,-241.07510708561833
Carimagua (11a)_COS,Carimagua,11a,90,1.78,0.534,G0,-187.50286106648855,-205.36027640623172
Carimagua (11a)_COS,Carimagua,11a,91,1.8,0.54,G0,-250.0038147554733,-196.43156873641001
Carimagua (11a)_COS,Carimagua,11a,92,1.82,0.546,G0,-187.50286106672135,-178.5741533967001
Carimagua (11a)_COS,Carimagua,11a,93,1.84,0.552,G0,-125.0019073775038,-169.64544572684514
Carimagua (11a)_COS,Carimagua,11a,94,1.86,0.558,G0,-125.00190737773664,-151.78803038716848
Carimagua (11a)_COS,Carimagua,11a,95,1.88,0.5640000000000001,G0,-125.0019073775038,-133.93061504745856
Carimagua (11a)_COS,Carimagua,11a,96,1.9,0.5700000000000001,G0,-187.50286106648855,-133.93061504742528
Carimagua (11a)_COS,Carimagua,11a,97,1.92,0.5760000000000001,G0,-62.500953688751906,-125.00190737760357
Carimagua (11a)_COS,Carimagua,11a,98,1.94,0.5820000000000001,G0,-125.0019073775038,-133.9306150474253
Carimagua (11a)_COS,Carimagua,11a,99,1.96,0.5880000000000001,G0,-187.50286106648855,-133.93061504745853
Carimagua (11a)_COS,Carimagua,11a,100,1.98,0.594,G0,-62.500953688751906,-116.07319970778188
Carimagua (11a)_COS,Carimagua,11a,101,2,0.6,G0,-187.50286106648855,-125.00190737763684
Carimagua (11a)_COS,Carimagua,11a,102,2.02,0.606,G0,-125.00190737773664,-125.00190737763685
Carimagua (11a)_COS,Carimagua,11a,103,2.04,0.612,G0,-62.500953688751906,-125.00190737763685
Carimagua (11a)_COS,Carimagua,11a,104,2.06,0.618,G0,-125.00190737773664,-125.00190737763685
Carimagua (11a)_COS,Carimagua,11a,105,2.08,0.624,G0,-125.0019073775038,-116.0731997077819
Carimagua (11a)_COS,Carimagua,11a,106,2.1,0.63,G0,-187.50286106648855,-125.00190737760359
Carimagua (11a)_COS,Carimagua,11a,107,2.12,0.636,G0,-62.500953688751906,-133.9306150474253
Carimagua (11a)_COS,Carimagua,11a,108,2.14,0.642,G0,-125.0019073775038,-142.85932271724698
Carimagua (11a)_COS,Carimagua,11a,109,2.16,0.648,G0,-187.50286106648855,-133.93061504742528
Carimagua (11a)_COS,Carimagua,11a,110,2.18,0.654,G0,-125.0019073775038,-133.93061504742528
Carimagua (11a)_COS,Carimagua,11a,111,2.2,0.6599999999999999,G0,-187.50286106648855,-142.85932271728024
Carimagua (11a)_COS,Carimagua,11a,112,2.22,0.6659999999999999,G0,-62.500953688751906,-133.93061504745853
Carimagua (11a)_COS,Carimagua,11a,113,2.24,0.6719999999999999,G0,-187.50286106648855,-133.93061504745856
Carimagua (11a)_COS,Carimagua,11a,114,2.26,0.6779999999999999,G0,-125.00190737773664,-133.93061504745856
Carimagua (11a)_COS,Carimagua,11a,115,2.28,0.6839999999999999,G0,-62.500953688751906,-133.93061504745856
Carimagua (11a)_COS,Carimagua,11a,116,2.3000000000000003,0.69,G0,-187.50286106648855,-151.78803038713522
Carimagua (11a)_COS,Carimagua,11a,117,2.32,0.696,G0,-125.0019073775038,-125.00190737763685
Carimagua (11a)_COS,Carimagua,11a,118,2.34,0.702,G0,-187.50286106648855,-142.85932271734677
Carimagua (11a)_COS,Carimagua,11a,119,2.36,0.708,G0,-187.50286106648855,-142.85932271741328
Carimagua (11a)_COS,Carimagua,11a,120,2.38,0.714,G0,0,-142.8593227174133
Carimagua (11a)_COS,Carimagua,11a,121,2.4,0.72,G0,-250.00381475570612,-178.57415339683317
Carimagua (11a)_COS,Carimagua,11a,122,2.42,0.726,G0,-62.50095368921757,-169.64544572701146
Carimagua (11a)_COS,Carimagua,11a,123,2.44,0.732,G0,-187.50286106648855,-169.64544572701143
Carimagua (11a)_COS,Carimagua,11a,124,2.46,0.738,G0,-375.0057221334427,-187.50286106665482
Carimagua (11a)_COS,Carimagua,11a,125,2.48,0.744,G0,-125.00190737773664,-178.57415339683314
Carimagua (11a)_COS,Carimagua,11a,126,2.5,0.75,G0,-187.50286106648855,-196.43156873644327
Carimagua (11a)_COS,Carimagua,11a,127,2.52,0.756,G0,-125.0019073775038,-178.5741533967666
Carimagua (11a)_COS,Carimagua,11a,128,2.54,0.762,G0,-187.5028610669542,-151.78803038720173
Carimagua (11a)_COS,Carimagua,11a,129,2.56,0.768,G0,-187.50286106648855,-142.85932271734677
Carimagua (11a)_COS,Carimagua,11a,130,2.58,0.774,G0,-62.500953688751906,-133.93061504752507
Carimagua (11a)_COS,Carimagua,11a,131,2.6,0.78,G0,-187.50286106648855,-125.00190737770338
Carimagua (11a)_COS,Carimagua,11a,132,2.62,0.786,G0,-62.500953688751906,-98.21578436813849
Carimagua (11a)_COS,Carimagua,11a,133,2.64,0.792,G0,-125.00190737773664,-89.28707669831678
Carimagua (11a)_COS,Carimagua,11a,134,2.66,0.798,G0,-62.500953688751906,-98.21578436813849
Carimagua (11a)_COS,Carimagua,11a,135,2.68,0.804,G0,0,-89.28707669831678
Carimagua (11a)_COS,Carimagua,11a,136,2.7,0.81,G0,-125.00190737773664,-98.21578436813849
Carimagua (11a)_COS,Carimagua,11a,137,2.72,0.8160000000000001,G0,-125.0019073775038,-89.28707669828353
Carimagua (11a)_COS,Carimagua,11a,138,2.74,0.8220000000000001,G0,-125.00190737773664,-107.14449203802671
Carimagua (11a)_COS,Carimagua,11a,139,2.76,0.8280000000000001,G0,-125.0019073775038,-116.0731997078484
Carimagua (11a)_COS,Carimagua,11a,140,2.78,0.8340000000000001,G0,-62.500953688751906,-116.0731997078484
Carimagua (11a)_COS,Carimagua,11a,141,2.8000000000000003,0.8400000000000001,G0,-187.5028610669542,-125.00190737770338
Carimagua (11a)_COS,Carimagua,11a,142,2.82,0.846,G0,-62.500953688751906,-116.07319970788167
Carimagua (11a)_COS,Carimagua,11a,143,2.84,0.852,G0,-125.00190737773664,-125.00190737780316
Carimagua (11a)_COS,Carimagua,11a,144,2.86,0.858,G0,-187.50286106648855,-125.00190737780316
Carimagua (11a)_COS,Carimagua,11a,145,2.88,0.864,G0,-62.50095368898474,-107.14449203809323
Carimagua (11a)_COS,Carimagua,11a,146,2.9,0.87,G0,-187.5028610669542,-133.93061504762485
Carimagua (11a)_COS,Carimagua,11a,147,2.92,0.876,G0,-62.500953688751906,-133.93061504762485
Carimagua (11a)_COS,Carimagua,11a,148,2.94,0.882,G0,-62.50095368898474,-125.00190737780316
Carimagua (11a)_COS,Carimagua,11a,149,2.96,0.888,G0,-250.0038147554733,-133.93061504762485
Carimagua (11a)_COS,Carimagua,11a,150,2.98,0.894,G0,-125.00190737773664,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,151,3,0.9,G0,-125.00190737773664,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,152,3.02,0.906,G0,-125.00190737773664,-125.0019073777699
Carimagua (11a)_COS,Carimagua,11a,153,3.04,0.912,G0,-62.50095368898474,-116.07319970798146
Carimagua (11a)_COS,Carimagua,11a,154,3.06,0.918,G0,-125.00190737773664,-107.14449203815975
Carimagua (11a)_COS,Carimagua,11a,155,3.08,0.924,G0,-62.50095368898474,-89.28707669848309
Carimagua (11a)_COS,Carimagua,11a,156,3.1,0.93,G0,-187.5028610669542,-107.1444920381265
Carimagua (11a)_COS,Carimagua,11a,157,3.12,0.936,G0,-62.50095368898474,-116.07319970791494
Carimagua (11a)_COS,Carimagua,11a,158,3.14,0.942,G0,0,-125.00190737773663
Carimagua (11a)_COS,Carimagua,11a,159,3.16,0.948,G0,-250.00381475524048,-133.93061504762485
Carimagua (11a)_COS,Carimagua,11a,160,3.18,0.954,G0,-125.0019073775038,-133.93061504755832
Carimagua (11a)_COS,Carimagua,11a,161,3.2,0.96,G0,-187.50286106648855,-160.71673805708994
Carimagua (11a)_COS,Carimagua,11a,162,3.22,0.966,G0,-125.0019073782023,-160.71673805708994
Carimagua (11a)_COS,Carimagua,11a,163,3.24,0.972,G0,-187.50286106648855,-160.71673805715648
Carimagua (11a)_COS,Carimagua,11a,164,3.26,0.978,G0,-250.00381475570612,-160.71673805725626
Carimagua (11a)_COS,Carimagua,11a,165,3.28,0.984,G0,0,-151.78803038750107
Carimagua (11a)_COS,Carimagua,11a,166,3.3000000000000003,0.99,G0,-250.00381475570612,-151.78803038743456
Carimagua (11a)_COS,Carimagua,11a,167,3.3200000000000003,0.996,G0,-125.0019073782023,-133.93061504779115
Carimagua (11a)_COS,Carimagua,11a,168,3.34,1.002,G0,-125.0019073782023,-116.07319970814777
Carimagua (11a)_COS,Carimagua,11a,169,3.36,1.008,G0,-125.00190737773664,-133.93061504782443
Carimagua (11a)_COS,Carimagua,11a,170,3.38,1.014,G0,-62.50095368898474,-107.1444920382928
Carimagua (11a)_COS,Carimagua,11a,171,3.4,1.02,G0,-125.0019073782023,-107.14449203822628
Carimagua (11a)_COS,Carimagua,11a,172,3.42,1.026,G0,-125.00190737773664,-98.21578436833806
Carimagua (11a)_COS,Carimagua,11a,173,3.44,1.032,G0,-62.50095368898474,-98.21578436840457
Carimagua (11a)_COS,Carimagua,11a,174,3.46,1.038,G0,-125.00190737773664,-98.21578436840458
Carimagua (11a)_COS,Carimagua,11a,175,3.48,1.044,G0,-62.50095368898474,-98.21578436840457
Carimagua (11a)_COS,Carimagua,11a,176,3.5,1.05,G0,-125.0019073782023,-98.21578436847109
Carimagua (11a)_COS,Carimagua,11a,177,3.52,1.056,G0,-62.50095368898474,-116.07319970818102
Carimagua (11a)_COS,Carimagua,11a,178,3.54,1.062,G0,-125.0019073782023,-116.07319970824754
Carimagua (11a)_COS,Carimagua,11a,179,3.56,1.068,G0,-125.0019073782023,-116.07319970824754
Carimagua (11a)_COS,Carimagua,11a,180,3.58,1.074,G0,-187.5028610669542,-107.14449203839258
Carimagua (11a)_COS,Carimagua,11a,181,3.6,1.08,G0,-125.0019073782023,-116.07319970828081
Carimagua (11a)_COS,Carimagua,11a,182,3.62,1.086,G0,-62.50095368898474,-98.21578436853763
Carimagua (11a)_COS,Carimagua,11a,183,3.64,1.092,G0,-62.50095368921757,-107.14449203835933
Carimagua (11a)_COS,Carimagua,11a,184,3.66,1.098,G0,-125.0019073782023,-89.2870766986494
Carimagua (11a)_COS,Carimagua,11a,185,3.68,1.104,G0,0,-80.35836902879444
Carimagua (11a)_COS,Carimagua,11a,186,3.7,1.11,G0,-187.5028610669542,-89.28707669868267
Carimagua (11a)_COS,Carimagua,11a,187,3.72,1.116,G0,-62.50095368898474,-89.28707669868267
Carimagua (11a)_COS,Carimagua,11a,188,3.74,1.122,G0,-62.50095368921757,-98.21578436850437
Carimagua (11a)_COS,Carimagua,11a,189,3.76,1.128,G0,-125.0019073782023,-116.07319970824756
Carimagua (11a)_COS,Carimagua,11a,190,3.78,1.134,G0,-62.50095368921757,-107.14449203839258
Carimagua (11a)_COS,Carimagua,11a,191,3.8,1.14,G0,-187.5028610669542,-116.07319970828081
Carimagua (11a)_COS,Carimagua,11a,192,3.82,1.146,G0,-125.0019073782023,-116.07319970824756
Carimagua (11a)_COS,Carimagua,11a,193,3.84,1.152,G0,-125.00190737796947,-133.93061504789094
Carimagua (11a)_COS,Carimagua,11a,194,3.86,1.158,G0,-125.0019073782023,-151.78803038753435
Carimagua (11a)_COS,Carimagua,11a,195,3.88,1.164,G0,-62.50095368898474,-142.85932271764614
Carimagua (11a)_COS,Carimagua,11a,196,3.9,1.17,G0,-250.00381475570612,-160.7167380572895
Carimagua (11a)_COS,Carimagua,11a,197,3.92,1.176,G0,-187.50286106672135,-151.78803038736805
Carimagua (11a)_COS,Carimagua,11a,198,3.94,1.182,G0,-125.00190737773664,-169.64544572694493
Carimagua (11a)_COS,Carimagua,11a,199,3.96,1.188,G0,-250.00381475570612,-178.5741533967001
Carimagua (11a)_COS,Carimagua,11a,200,3.98,1.194,G0,-62.500953688519076,-169.6454457268119
Carimagua (11a)_COS,Carimagua,11a,201,4,1.2,G0,-250.00381475524048,-169.64544572674535
Carimagua (11a)_COS,Carimagua,11a,202,4.0200000000000005,1.206,G0,-125.00190737727098,-169.6454457267121
Carimagua (11a)_COS,Carimagua,11a,203,4.04,1.212,G0,-187.50286106648855,-187.50286106638876
Carimagua (11a)_COS,Carimagua,11a,204,4.0600000000000005,1.218,G0,-187.50286106625572,-196.43156873627697
Carimagua (11a)_COS,Carimagua,11a,205,4.08,1.224,G0,-125.0019073775038,-169.6454457268451
Carimagua (11a)_COS,Carimagua,11a,206,4.1,1.23,G0,-375.0057221334427,-169.64544572697818
Carimagua (11a)_COS,Carimagua,11a,207,4.12,1.236,G0,-125.00190737773664,-151.78803038736805
Carimagua (11a)_COS,Carimagua,11a,208,4.14,1.242,G0,-62.50095368921757,-142.85932271764614
Carimagua (11a)_COS,Carimagua,11a,209,4.16,1.248,G0,-125.0019073782023,-133.93061504789097
Carimagua (11a)_COS,Carimagua,11a,210,4.18,1.254,G0,-62.50095368921757,-89.28707669871594
Carimagua (11a)_COS,Carimagua,11a,211,4.2,1.26,G0,-125.0019073782023,-80.3583690289275
Carimagua (11a)_COS,Carimagua,11a,212,4.22,1.266,G0,-62.50095368921757,-71.42966135903927
Carimagua (11a)_COS,Carimagua,11a,213,4.24,1.272,G0,-62.50095368921757,-53.57224601929608
Carimagua (11a)_COS,Carimagua,11a,214,4.26,1.278,G0,-62.50095368921757,-53.57224601929608
Carimagua (11a)_COS,Carimagua,11a,215,4.28,1.284,G0,0,-35.7148306795529
Carimagua (11a)_COS,Carimagua,11a,216,4.3,1.29,G0,0,-26.78612300966467
Carimagua (11a)_COS,Carimagua,11a,217,4.32,1.296,G0,-62.50095368921757,-26.78612300959815
Carimagua (11a)_COS,Carimagua,11a,218,4.34,1.302,G0,0,-26.78612300953162
Carimagua (11a)_COS,Carimagua,11a,219,4.36,1.308,G0,0,-35.71483067935333
Carimagua (11a)_COS,Carimagua,11a,220,4.38,1.314,G0,-62.500953688751906,-35.71483067935333
Carimagua (11a)_COS,Carimagua,11a,221,4.4,1.32,G0,-62.500953688751906,-26.7861230094651
Carimagua (11a)_COS,Carimagua,11a,222,4.42,1.326,G0,-62.500953688751906,-35.7148306792868
Carimagua (11a)_COS,Carimagua,11a,223,4.44,1.332,G0,0,-35.7148306792868
Carimagua (11a)_COS,Carimagua,11a,224,4.46,1.338,G0,0,-17.857415339576875
Carimagua (11a)_COS,Carimagua,11a,225,4.48,1.344,G0,-62.500953688751906,-8.928707669755175
Carimagua (11a)_COS,Carimagua,11a,226,4.5,1.35,G0,0,6.652456363553938e-11
Carimagua (11a)_COS,Carimagua,11a,227,4.5200000000000005,1.356,G0,62.50095368921757,6.652456363553938e-11
Carimagua (11a)_COS,Carimagua,11a,228,4.54,1.362,G0,0,8.928707669888224
Carimagua (11a)_COS,Carimagua,11a,229,4.5600000000000005,1.368,G0,0,8.928707669888224
Carimagua (11a)_COS,Carimagua,11a,230,4.58,1.374,G0,0,-8.928707669788439
Carimagua (11a)_COS,Carimagua,11a,231,4.6000000000000005,1.38,G0,62.500953688751906,-53.57224601899673
Carimagua (11a)_COS,Carimagua,11a,232,4.62,1.386,G0,-62.500953688751906,-62.500953688818434
Carimagua (11a)_COS,Carimagua,11a,233,4.64,1.392,G0,-125.00190737773664,-89.28707669831678
Carimagua (11a)_COS,Carimagua,11a,234,4.66,1.398,G0,-250.00381475524048,-125.00190737767011
Carimagua (11a)_COS,Carimagua,11a,235,4.68,1.404,G0,-62.500953688751906,-151.78803038720176
Carimagua (11a)_COS,Carimagua,11a,236,4.7,1.41,G0,-187.50286106648855,-178.57415339676663
Carimagua (11a)_COS,Carimagua,11a,237,4.72,1.416,G0,-250.0038147554733,-178.57415339676663
Carimagua (11a)_COS,Carimagua,11a,238,4.74,1.422,G0,-125.00190737796947,-169.64544572697818
Carimagua (11a)_COS,Carimagua,11a,239,4.76,1.428,G0,-250.00381475570612,-196.43156873654306
Carimagua (11a)_COS,Carimagua,11a,240,4.78,1.434,G0,-125.00190737773664,-196.4315687365763
Carimagua (11a)_COS,Carimagua,11a,241,4.8,1.44,G0,-187.50286106672135,-196.4315687365763
Carimagua (11a)_COS,Carimagua,11a,242,4.82,1.446,G0,-250.00381475570612,-178.5741533968664
Carimagua (11a)_COS,Carimagua,11a,243,4.84,1.452,G0,-187.50286106672135,-133.93061504765814
Carimagua (11a)_COS,Carimagua,11a,244,4.86,1.458,G0,-250.0038147554733,-125.00190737780315
Carimagua (11a)_COS,Carimagua,11a,245,4.88,1.464,G0,0,-89.28707669844984
Carimagua (11a)_COS,Carimagua,11a,246,4.9,1.47,G0,62.500953688751906,-44.64353834924155
Carimagua (11a)_COS,Carimagua,11a,247,4.92,1.476,G0,-62.500953688751906,-26.78612300953163
Carimagua (11a)_COS,Carimagua,11a,248,4.94,1.482,G0,62.500953688751906,62.500953688751906
Carimagua (11a)_COS,Carimagua,11a,249,4.96,1.488,G0,62.500953688751906,62.500953688751906
Carimagua (11a)_COS,Carimagua,11a,250,4.98,1.494,G0,-62.500953688751906,-62.500953688751906
Carimagua (11a)_COS,Carimagua,11a,1,0,0.015,G1,-56.25085831999604,-56.25085831999604
Carimagua (11a)_COS,Carimagua,11a,2,0.02,0.018,G1,-31.25047684441961,-31.25047684441961
Carimagua (11a)_COS,Carimagua,11a,3,0.04,0.021,G1,-100.00152590220388,-100.00152590220388
Carimagua (11a)_COS,Carimagua,11a,4,0.06,0.024,G1,-43.75066758222238,-26.786123009514995
Carimagua (11a)_COS,Carimagua,11a,5,0.08,0.027,G1,56.25085831999604,-32.143347611417994
Carimagua (11a)_COS,Carimagua,11a,6,0.1,0.03,G1,50.00076295109466,-33.036218378405984
Carimagua (11a)_COS,Carimagua,11a,7,0.12,0.036,G1,-62.50095368885377,-33.036218378405984
Carimagua (11a)_COS,Carimagua,11a,8,0.14,0.04199999999999999,G1,-93.75143053331703,-35.714830679357476
Carimagua (11a)_COS,Carimagua,11a,9,0.16,0.048,G1,-37.500572213335545,-52.67937525205239
