Archivo,Sitio,Codigo_muestra,Indice,Tiempo_s,E_plot_V,Ganancia,dI_nA,dI_smooth_nA
Carimagua (10a)_COS,Carimagua,10a,1,0,0.015,G0,-250.0038147554733,-250.0038147554733
Carimagua (10a)_COS,Carimagua,10a,2,0.02,0.018,G0,-312.5047684442252,-312.5047684442252
Carimagua (10a)_COS,Carimagua,10a,3,0.04,0.021,G0,-187.50286106672135,-187.50286106672135
Carimagua (10a)_COS,Carimagua,10a,4,0.06,0.024,G0,-437.50667582219467,-321.43347611417994
Carimagua (10a)_COS,Carimagua,10a,5,0.08,0.027,G0,-187.50286106648855,-321.4334761141799
Carimagua (10a)_COS,Carimagua,10a,6,0.1,0.03,G0,-437.50667582196184,-357.14830679356646
Carimagua (10a)_COS,Carimagua,10a,7,0.12,0.036,G0,-437.50667582219467,-366.0770144633882
Carimagua (10a)_COS,Carimagua,10a,8,0.14,0.04199999999999999,G0,-250.0038147554733,-366.0770144633882
Carimagua (10a)_COS,Carimagua,10a,9,0.16,0.048,G0,-562.5085831999313,-401.79184514274147
Carimagua (10a)_COS,Carimagua,10a,10,0.18,0.054,G0,-250.0038147554733,-375.0057221332431
Carimagua (10a)_COS,Carimagua,10a,11,0.2,0.06,G0,-437.50667582219467,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,12,0.22,0.066,G0,-437.50667582196184,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,13,0.24,0.072,G0,-250.0038147554733,-375.00572213320993
Carimagua (10a)_COS,Carimagua,10a,14,0.26,0.078,G0,-500.0076295109466,-401.7918451427415
Carimagua (10a)_COS,Carimagua,10a,15,0.28,0.084,G0,-250.0038147554733,-375.0057221332099
Carimagua (10a)_COS,Carimagua,10a,16,0.3,0.09,G0,-500.0076295109466,-383.93442980309817
Carimagua (10a)_COS,Carimagua,10a,17,0.32,0.096,G0,-437.50667582219467,-375.0057221332432
Carimagua (10a)_COS,Carimagua,10a,18,0.34,0.102,G0,-250.0038147554733,-357.1483067935998
Carimagua (10a)_COS,Carimagua,10a,19,0.36,0.108,G0,-500.0076295111794,-383.93442980313137
Carimagua (10a)_COS,Carimagua,10a,20,0.38,0.114,G0,-187.50286106648855,-348.21959912381135
Carimagua (10a)_COS,Carimagua,10a,21,0.4,0.12,G0,-375.0057221334427,-357.148306793633
Carimagua (10a)_COS,Carimagua,10a,22,0.42,0.126,G0,-437.50667582219467,-375.00572213330963
Carimagua (10a)_COS,Carimagua,10a,23,0.44,0.132,G0,-250.00381475570612,-357.1483067935998
Carimagua (10a)_COS,Carimagua,10a,24,0.46,0.138,G0,-500.0076295109466,-392.86313747298635
Carimagua (10a)_COS,Carimagua,10a,25,0.48,0.144,G0,-375.00572213320993,-375.00572213327644
Carimagua (10a)_COS,Carimagua,10a,26,0.5,0.15,G0,-375.00572213320993,-392.86313747291985
Carimagua (10a)_COS,Carimagua,10a,27,0.52,0.156,G0,-437.50667582219467,-401.7918451427415
Carimagua (10a)_COS,Carimagua,10a,28,0.54,0.162,G0,-250.0038147554733,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,29,0.56,0.168,G0,-562.5085831996985,-392.8631374728866
Carimagua (10a)_COS,Carimagua,10a,30,0.58,0.174,G0,-312.504768444458,-366.0770144633882
Carimagua (10a)_COS,Carimagua,10a,31,0.6,0.18,G0,-375.00572213320993,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,32,0.62,0.186,G0,-437.50667582196184,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,33,0.64,0.192,G0,-187.50286106672135,-366.077014463355
Carimagua (10a)_COS,Carimagua,10a,34,0.66,0.198,G0,-562.5085831996985,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,35,0.68,0.204,G0,-250.0038147554733,-366.07701446335494
Carimagua (10a)_COS,Carimagua,10a,36,0.7000000000000001,0.21,G0,-437.50667582196184,-383.93442980309817
Carimagua (10a)_COS,Carimagua,10a,37,0.72,0.216,G0,-437.50667582219467,-401.7918451427748
Carimagua (10a)_COS,Carimagua,10a,38,0.74,0.222,G0,-250.0038147554733,-375.0057221332764
Carimagua (10a)_COS,Carimagua,10a,39,0.76,0.228,G0,-562.5085832001641,-401.7918451428081
Carimagua (10a)_COS,Carimagua,10a,40,0.78,0.234,G0,-312.504768444458,-375.00572213327644
Carimagua (10a)_COS,Carimagua,10a,41,0.8,0.24,G0,-375.00572213320993,-375.00572213324324
Carimagua (10a)_COS,Carimagua,10a,42,0.8200000000000001,0.246,G0,-437.50667582219467,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,43,0.84,0.252,G0,-250.00381475524048,-366.077014463355
Carimagua (10a)_COS,Carimagua,10a,44,0.86,0.258,G0,-437.50667582196184,-383.93442980299835
Carimagua (10a)_COS,Carimagua,10a,45,0.88,0.264,G0,-312.5047684442252,-357.14830679346676
Carimagua (10a)_COS,Carimagua,10a,46,0.9,0.27,G0,-437.50667582219467,-383.93442980299835
Carimagua (10a)_COS,Carimagua,10a,47,0.92,0.276,G0,-437.50667582196184,-383.93442980303155
Carimagua (10a)_COS,Carimagua,10a,48,0.94,0.28200000000000003,G0,-187.50286106648855,-383.9344298030648
Carimagua (10a)_COS,Carimagua,10a,49,0.96,0.28800000000000003,G0,-625.009536888916,-401.7918451427415
Carimagua (10a)_COS,Carimagua,10a,50,0.98,0.29400000000000004,G0,-250.0038147554733,-366.0770144633549
Carimagua (10a)_COS,Carimagua,10a,51,1,0.30000000000000004,G0,-437.50667582219467,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,52,1.02,0.30600000000000005,G0,-437.50667582196184,-392.8631374728866
Carimagua (10a)_COS,Carimagua,10a,53,1.04,0.312,G0,-187.50286106648855,-375.0057221331434
Carimagua (10a)_COS,Carimagua,10a,54,1.06,0.31799999999999995,G0,-562.5085831999313,-410.72055281249663
Carimagua (10a)_COS,Carimagua,10a,55,1.08,0.32399999999999995,G0,-250.00381475524048,-375.0057221331101
Carimagua (10a)_COS,Carimagua,10a,56,1.1,0.32999999999999996,G0,-500.00762951071374,-392.8631374727867
Carimagua (10a)_COS,Carimagua,10a,57,1.12,0.33599999999999997,G0,-500.0076295109466,-401.7918451426085
Carimagua (10a)_COS,Carimagua,10a,58,1.14,0.34199999999999997,G0,-187.50286106648855,-375.0057221330436
Carimagua (10a)_COS,Carimagua,10a,59,1.16,0.348,G0,-562.5085831996985,-410.72055281246344
Carimagua (10a)_COS,Carimagua,10a,60,1.18,0.354,G0,-250.00381475524048,-375.0057221331766
Carimagua (10a)_COS,Carimagua,10a,61,1.2,0.36,G0,-375.0057221329771,-383.9344298029983
Carimagua (10a)_COS,Carimagua,10a,62,1.22,0.366,G0,-500.0076295111794,-392.8631374728533
Carimagua (10a)_COS,Carimagua,10a,63,1.24,0.372,G0,-250.00381475570612,-375.0057221331767
Carimagua (10a)_COS,Carimagua,10a,64,1.26,0.378,G0,-562.5085831996985,-401.7918451427748
Carimagua (10a)_COS,Carimagua,10a,65,1.28,0.384,G0,-250.0038147554733,-383.93442980313137
Carimagua (10a)_COS,Carimagua,10a,66,1.3,0.39,G0,-437.50667582196184,-392.8631374729198
Carimagua (10a)_COS,Carimagua,10a,67,1.32,0.396,G0,-437.5066758224275,-392.86313747288654
Carimagua (10a)_COS,Carimagua,10a,68,1.34,0.402,G0,-250.0038147554733,-366.0770144633882
Carimagua (10a)_COS,Carimagua,10a,69,1.36,0.408,G0,-562.5085831996985,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,70,1.38,0.414,G0,-250.0038147554733,-357.1483067935665
Carimagua (10a)_COS,Carimagua,10a,71,1.4,0.42,G0,-375.00572213320993,-375.0057221331766
Carimagua (10a)_COS,Carimagua,10a,72,1.42,0.4260000000000001,G0,-375.00572213320993,-375.0057221332099
Carimagua (10a)_COS,Carimagua,10a,73,1.44,0.4320000000000001,G0,-250.0038147554733,-357.1483067935665
Carimagua (10a)_COS,Carimagua,10a,74,1.46,0.438,G0,-562.5085831996985,-383.9344298030981
Carimagua (10a)_COS,Carimagua,10a,75,1.48,0.4439999999999999,G0,-250.00381475570612,-366.07701446342145
Carimagua (10a)_COS,Carimagua,10a,76,1.5,0.45,G0,-437.50667582219467,-401.7918451427748
Carimagua (10a)_COS,Carimagua,10a,77,1.52,0.456,G0,-437.50667582219467,-401.79184514280803
Carimagua (10a)_COS,Carimagua,10a,78,1.54,0.462,G0,-250.0038147554733,-383.9344298031646
Carimagua (10a)_COS,Carimagua,10a,79,1.56,0.468,G0,-625.0095368886832,-419.6492604824514
Carimagua (10a)_COS,Carimagua,10a,80,1.58,0.474,G0,-250.00381475570612,-401.79184514277483
Carimagua (10a)_COS,Carimagua,10a,81,1.6,0.48,G0,-437.50667582219467,-419.64926048245144
Carimagua (10a)_COS,Carimagua,10a,82,1.62,0.486,G0,-500.00762951071374,-410.720552812663
Carimagua (10a)_COS,Carimagua,10a,83,1.64,0.492,G0,-312.504768444458,-383.9344298031646
Carimagua (10a)_COS,Carimagua,10a,84,1.66,0.498,G0,-562.5085831999313,-428.5779681523064
Carimagua (10a)_COS,Carimagua,10a,85,1.68,0.504,G0,-187.5028610669542,-401.7918451427748
Carimagua (10a)_COS,Carimagua,10a,86,1.7,0.51,G0,-437.50667582219467,-401.79184514280803
Carimagua (10a)_COS,Carimagua,10a,87,1.72,0.516,G0,-562.5085831996985,-392.8631374729863
Carimagua (10a)_COS,Carimagua,10a,88,1.74,0.522,G0,-250.0038147554733,-375.00572213330975
Carimagua (10a)_COS,Carimagua,10a,89,1.76,0.528,G0,-500.0076295109466,-410.72055281259645
Carimagua (10a)_COS,Carimagua,10a,90,1.78,0.534,G0,-250.00381475570612,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,91,1.8,0.54,G0,-437.50667582219467,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,92,1.82,0.546,G0,-437.50667582196184,-383.9344298030981
Carimagua (10a)_COS,Carimagua,10a,93,1.84,0.552,G0,-250.0038147554733,-366.07701446342145
Carimagua (10a)_COS,Carimagua,10a,94,1.86,0.558,G0,-562.5085831996985,-392.8631374728866
Carimagua (10a)_COS,Carimagua,10a,95,1.88,0.5640000000000001,G0,-250.00381475570612,-375.0057221332099
Carimagua (10a)_COS,Carimagua,10a,96,1.9,0.5700000000000001,G0,-375.00572213320993,-392.86313747291985
Carimagua (10a)_COS,Carimagua,10a,97,1.92,0.5760000000000001,G0,-437.50667582196184,-401.7918451427415
Carimagua (10a)_COS,Carimagua,10a,98,1.94,0.5820000000000001,G0,-312.504768444458,-392.8631374729531
Carimagua (10a)_COS,Carimagua,10a,99,1.96,0.5880000000000001,G0,-562.5085831999313,-419.64926048241813
Carimagua (10a)_COS,Carimagua,10a,100,1.98,0.594,G0,-312.5047684442252,-383.9344298029983
Carimagua (10a)_COS,Carimagua,10a,101,2,0.6,G0,-500.0076295111794,-392.8631374728533
Carimagua (10a)_COS,Carimagua,10a,102,2.02,0.606,G0,-437.50667582196184,-383.93442980303155
Carimagua (10a)_COS,Carimagua,10a,103,2.04,0.612,G0,-125.00190737727098,-366.07701446335494
Carimagua (10a)_COS,Carimagua,10a,104,2.06,0.618,G0,-500.0076295109466,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,105,2.08,0.624,G0,-250.00381475570612,-348.2195991236118
Carimagua (10a)_COS,Carimagua,10a,106,2.1,0.63,G0,-437.50667582219467,-366.07701446328844
Carimagua (10a)_COS,Carimagua,10a,107,2.12,0.636,G0,-437.50667582196184,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,108,2.14,0.642,G0,-250.00381475524048,-375.0057221332099
Carimagua (10a)_COS,Carimagua,10a,109,2.16,0.648,G0,-562.5085831996985,-401.791845142675
Carimagua (10a)_COS,Carimagua,10a,110,2.18,0.654,G0,-250.0038147554733,-375.0057221331101
Carimagua (10a)_COS,Carimagua,10a,111,2.2,0.6599999999999999,G0,-437.50667582219467,-392.8631374728201
Carimagua (10a)_COS,Carimagua,10a,112,2.22,0.6659999999999999,G0,-437.50667582196184,-401.79184514270827
Carimagua (10a)_COS,Carimagua,10a,113,2.24,0.6719999999999999,G0,-250.00381475524048,-392.8631374729198
Carimagua (10a)_COS,Carimagua,10a,114,2.26,0.6779999999999999,G0,-562.5085831999313,-419.6492604824182
Carimagua (10a)_COS,Carimagua,10a,115,2.28,0.6839999999999999,G0,-312.504768444458,-410.72055281256326
Carimagua (10a)_COS,Carimagua,10a,116,2.3000000000000003,0.69,G0,-500.0076295111794,-428.5779681522732
Carimagua (10a)_COS,Carimagua,10a,117,2.32,0.696,G0,-437.50667582196184,-428.5779681523064
Carimagua (10a)_COS,Carimagua,10a,118,2.34,0.702,G0,-375.00572213320993,-401.7918451427415
Carimagua (10a)_COS,Carimagua,10a,119,2.36,0.708,G0,-562.5085831999313,-410.72055281256326
Carimagua (10a)_COS,Carimagua,10a,120,2.38,0.714,G0,-250.0038147554733,-383.9344298029651
Carimagua (10a)_COS,Carimagua,10a,121,2.4,0.72,G0,-375.0057221329771,-401.791845142675
Carimagua (10a)_COS,Carimagua,10a,122,2.42,0.726,G0,-375.00572213320993,-375.0057221331434
Carimagua (10a)_COS,Carimagua,10a,123,2.44,0.732,G0,-312.50476844399236,-348.2195991235785
Carimagua (10a)_COS,Carimagua,10a,124,2.46,0.738,G0,-562.5085831999313,-375.00572213307686
Carimagua (10a)_COS,Carimagua,10a,125,2.48,0.744,G0,-187.50286106648855,-357.1483067934002
Carimagua (10a)_COS,Carimagua,10a,126,2.5,0.75,G0,-375.0057221329771,-375.00572213307686
Carimagua (10a)_COS,Carimagua,10a,127,2.52,0.756,G0,-437.50667582196184,-366.0770144632884
Carimagua (10a)_COS,Carimagua,10a,128,2.54,0.762,G0,-250.00381475524048,-348.2195991235785
Carimagua (10a)_COS,Carimagua,10a,129,2.56,0.768,G0,-500.0076295109466,-392.8631374727868
Carimagua (10a)_COS,Carimagua,10a,130,2.58,0.774,G0,-250.0038147554733,-375.0057221331101
Carimagua (10a)_COS,Carimagua,10a,131,2.6,0.78,G0,-437.50667582196184,-375.0057221331434
Carimagua (10a)_COS,Carimagua,10a,132,2.62,0.786,G0,-500.0076295109466,-375.0057221331767
Carimagua (10a)_COS,Carimagua,10a,133,2.64,0.792,G0,-250.00381475524048,-366.0770144633217
Carimagua (10a)_COS,Carimagua,10a,134,2.66,0.798,G0,-437.50667582219467,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,135,2.68,0.804,G0,-250.0038147554733,-357.1483067935665
Carimagua (10a)_COS,Carimagua,10a,136,2.7,0.81,G0,-437.50667582196184,-366.07701446345476
Carimagua (10a)_COS,Carimagua,10a,137,2.72,0.8160000000000001,G0,-375.0057221334427,-357.1483067935998
Carimagua (10a)_COS,Carimagua,10a,138,2.74,0.8220000000000001,G0,-250.00381475570612,-366.0770144633882
Carimagua (10a)_COS,Carimagua,10a,139,2.76,0.8280000000000001,G0,-562.5085832001641,-392.8631374729198
Carimagua (10a)_COS,Carimagua,10a,140,2.78,0.8340000000000001,G0,-187.50286106625572,-366.0770144634547
Carimagua (10a)_COS,Carimagua,10a,141,2.8000000000000003,0.8400000000000001,G0,-500.00762951071374,-392.86313747298635
Carimagua (10a)_COS,Carimagua,10a,142,2.82,0.846,G0,-437.50667582219467,-392.86313747291985
Carimagua (10a)_COS,Carimagua,10a,143,2.84,0.852,G0,-250.00381475570612,-375.0057221331767
Carimagua (10a)_COS,Carimagua,10a,144,2.86,0.858,G0,-562.5085832001641,-401.7918451427748
Carimagua (10a)_COS,Carimagua,10a,145,2.88,0.864,G0,-250.00381475524048,-375.00572213334294
Carimagua (10a)_COS,Carimagua,10a,146,2.9,0.87,G0,-437.50667582196184,-401.7918451428746
Carimagua (10a)_COS,Carimagua,10a,147,2.92,0.876,G0,-375.0057221334427,-410.72055281262976
Carimagua (10a)_COS,Carimagua,10a,148,2.94,0.882,G0,-312.50476844469085,-392.8631374729198
Carimagua (10a)_COS,Carimagua,10a,149,2.96,0.888,G0,-625.009536888916,-419.6492604824847
Carimagua (10a)_COS,Carimagua,10a,150,2.98,0.894,G0,-312.50476844399236,-392.8631374730196
Carimagua (10a)_COS,Carimagua,10a,151,3,0.9,G0,-437.50667582219467,-419.649260482518
Carimagua (10a)_COS,Carimagua,10a,152,3.02,0.906,G0,-437.50667582219467,-410.7205528125965
Carimagua (10a)_COS,Carimagua,10a,153,3.04,0.912,G0,-250.00381475570612,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,154,3.06,0.918,G0,-562.5085831999313,-401.79184514280803
Carimagua (10a)_COS,Carimagua,10a,155,3.08,0.924,G0,-250.00381475524048,-383.93442980313137
Carimagua (10a)_COS,Carimagua,10a,156,3.1,0.93,G0,-437.50667582219467,-401.7918451428081
Carimagua (10a)_COS,Carimagua,10a,157,3.12,0.936,G0,-437.50667582219467,-401.79184514280803
Carimagua (10a)_COS,Carimagua,10a,158,3.14,0.942,G0,-312.504768444458,-383.9344298030981
Carimagua (10a)_COS,Carimagua,10a,159,3.16,0.948,G0,-562.5085831999313,-401.7918451427747
Carimagua (10a)_COS,Carimagua,10a,160,3.18,0.954,G0,-250.00381475570612,-375.0057221332431
Carimagua (10a)_COS,Carimagua,10a,161,3.2,0.96,G0,-437.50667582196184,-392.8631374728533
Carimagua (10a)_COS,Carimagua,10a,162,3.22,0.966,G0,-375.0057221329771,-366.0770144633217
Carimagua (10a)_COS,Carimagua,10a,163,3.24,0.972,G0,-250.0038147554733,-357.1483067934667
Carimagua (10a)_COS,Carimagua,10a,164,3.26,0.978,G0,-562.5085831994656,-383.93442980293185
Carimagua (10a)_COS,Carimagua,10a,165,3.28,0.984,G0,-125.00190737773664,-357.1483067934335
Carimagua (10a)_COS,Carimagua,10a,166,3.3000000000000003,0.99,G0,-500.0076295109466,-383.93442980293185
Carimagua (10a)_COS,Carimagua,10a,167,3.3200000000000003,0.996,G0,-437.50667582196184,-375.0057221331101
Carimagua (10a)_COS,Carimagua,10a,168,3.34,1.002,G0,-250.0038147554733,-366.07701446335494
Carimagua (10a)_COS,Carimagua,10a,169,3.36,1.008,G0,-562.5085831994656,-401.79184514270827
Carimagua (10a)_COS,Carimagua,10a,170,3.38,1.014,G0,-187.50286106672135,-366.0770144633217
Carimagua (10a)_COS,Carimagua,10a,171,3.4,1.02,G0,-500.0076295111794,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,172,3.42,1.026,G0,-375.00572213320993,-375.00572213320993
Carimagua (10a)_COS,Carimagua,10a,173,3.44,1.032,G0,-250.00381475524048,-366.0770144634547
Carimagua (10a)_COS,Carimagua,10a,174,3.46,1.038,G0,-562.5085831999313,-383.93442980313137
Carimagua (10a)_COS,Carimagua,10a,175,3.48,1.044,G0,-187.50286106672135,-357.1483067935998
Carimagua (10a)_COS,Carimagua,10a,176,3.5,1.05,G0,-500.0076295111794,-375.0057221332764
Carimagua (10a)_COS,Carimagua,10a,177,3.52,1.056,G0,-312.504768444458,-375.00572213330963
Carimagua (10a)_COS,Carimagua,10a,178,3.54,1.062,G0,-312.504768444458,-366.077014463488
Carimagua (10a)_COS,Carimagua,10a,179,3.56,1.068,G0,-500.0076295109466,-401.7918451428081
Carimagua (10a)_COS,Carimagua,10a,180,3.58,1.074,G0,-250.0038147554733,-366.0770144634547
Carimagua (10a)_COS,Carimagua,10a,181,3.6,1.08,G0,-500.0076295111794,-401.79184514284134
Carimagua (10a)_COS,Carimagua,10a,182,3.62,1.086,G0,-437.50667582196184,-383.93442980313137
Carimagua (10a)_COS,Carimagua,10a,183,3.64,1.092,G0,-250.00381475570612,-383.9344298030981
Carimagua (10a)_COS,Carimagua,10a,184,3.66,1.098,G0,-562.5085832001641,-410.72055281259645
Carimagua (10a)_COS,Carimagua,10a,185,3.68,1.104,G0,-187.50286106648855,-375.0057221332431
Carimagua (10a)_COS,Carimagua,10a,186,3.7,1.11,G0,-500.00762951071374,-392.86313747291985
Carimagua (10a)_COS,Carimagua,10a,187,3.72,1.116,G0,-437.50667582196184,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,188,3.74,1.122,G0,-250.00381475570612,-375.00572213314337
Carimagua (10a)_COS,Carimagua,10a,189,3.76,1.128,G0,-562.5085831996985,-401.791845142675
Carimagua (10a)_COS,Carimagua,10a,190,3.78,1.134,G0,-187.50286106648855,-366.07701446335494
Carimagua (10a)_COS,Carimagua,10a,191,3.8,1.14,G0,-500.0076295109466,-392.86313747288654
Carimagua (10a)_COS,Carimagua,10a,192,3.82,1.146,G0,-375.00572213320993,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,193,3.84,1.152,G0,-250.0038147554733,-375.0057221332432
Carimagua (10a)_COS,Carimagua,10a,194,3.86,1.158,G0,-625.0095368886832,-401.79184514280803
Carimagua (10a)_COS,Carimagua,10a,195,3.88,1.164,G0,-187.5028610669542,-366.0770144634547
Carimagua (10a)_COS,Carimagua,10a,196,3.9,1.17,G0,-500.0076295109466,-392.8631374729531
Carimagua (10a)_COS,Carimagua,10a,197,3.92,1.176,G0,-375.0057221334427,-392.8631374729864
Carimagua (10a)_COS,Carimagua,10a,198,3.94,1.182,G0,-250.0038147554733,-366.077014463488
Carimagua (10a)_COS,Carimagua,10a,199,3.96,1.188,G0,-562.5085831996985,-401.7918451427415
Carimagua (10a)_COS,Carimagua,10a,200,3.98,1.194,G0,-250.00381475570612,-375.0057221332431
Carimagua (10a)_COS,Carimagua,10a,201,4,1.2,G0,-437.50667582219467,-392.8631374728866
Carimagua (10a)_COS,Carimagua,10a,202,4.0200000000000005,1.206,G0,-437.506675821729,-392.8631374728866
Carimagua (10a)_COS,Carimagua,10a,203,4.04,1.212,G0,-312.504768444458,-383.9344298030981
Carimagua (10a)_COS,Carimagua,10a,204,4.0600000000000005,1.218,G0,-500.0076295109466,-401.7918451427415
Carimagua (10a)_COS,Carimagua,10a,205,4.08,1.224,G0,-250.0038147554733,-375.0057221331766
Carimagua (10a)_COS,Carimagua,10a,206,4.1,1.23,G0,-500.0076295111794,-392.8631374728866
Carimagua (10a)_COS,Carimagua,10a,207,4.12,1.236,G0,-375.00572213320993,-375.0057221331434
Carimagua (10a)_COS,Carimagua,10a,208,4.14,1.242,G0,-250.00381475524048,-375.0057221331767
Carimagua (10a)_COS,Carimagua,10a,209,4.16,1.248,G0,-562.5085831996985,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,210,4.18,1.254,G0,-187.50286106625572,-357.1483067935332
Carimagua (10a)_COS,Carimagua,10a,211,4.2,1.26,G0,-500.0076295111794,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,212,4.22,1.266,G0,-312.504768444458,-375.0057221332431
Carimagua (10a)_COS,Carimagua,10a,213,4.24,1.272,G0,-312.50476844469085,-366.07701446338814
Carimagua (10a)_COS,Carimagua,10a,214,4.26,1.278,G0,-562.5085831999313,-392.86313747298635
Carimagua (10a)_COS,Carimagua,10a,215,4.28,1.284,G0,-187.50286106648855,-357.1483067936331
Carimagua (10a)_COS,Carimagua,10a,216,4.3,1.29,G0,-500.00762951071374,-383.9344298031647
Carimagua (10a)_COS,Carimagua,10a,217,4.32,1.296,G0,-375.0057221334427,-366.0770144634547
Carimagua (10a)_COS,Carimagua,10a,218,4.34,1.302,G0,-250.00381475570612,-357.1483067935998
Carimagua (10a)_COS,Carimagua,10a,219,4.36,1.308,G0,-500.0076295111794,-392.86313747298635
Carimagua (10a)_COS,Carimagua,10a,220,4.38,1.314,G0,-187.50286106672135,-366.077014463488
Carimagua (10a)_COS,Carimagua,10a,221,4.4,1.32,G0,-500.0076295109466,-392.8631374730196
Carimagua (10a)_COS,Carimagua,10a,222,4.42,1.326,G0,-437.50667582219467,-383.9344298031646
Carimagua (10a)_COS,Carimagua,10a,223,4.44,1.332,G0,-312.5047684442252,-383.93442980313137
Carimagua (10a)_COS,Carimagua,10a,224,4.46,1.338,G0,-562.5085832001641,-401.79184514277483
Carimagua (10a)_COS,Carimagua,10a,225,4.48,1.344,G0,-187.50286106672135,-375.0057221332431
Carimagua (10a)_COS,Carimagua,10a,226,4.5,1.35,G0,-500.0076295109466,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,227,4.5200000000000005,1.356,G0,-312.5047684442252,-366.0770144633882
Carimagua (10a)_COS,Carimagua,10a,228,4.54,1.362,G0,-312.5047684442252,-366.077014463355
Carimagua (10a)_COS,Carimagua,10a,229,4.5600000000000005,1.368,G0,-500.00762951071374,-392.8631374728533
Carimagua (10a)_COS,Carimagua,10a,230,4.58,1.374,G0,-187.50286106672135,-366.07701446332163
Carimagua (10a)_COS,Carimagua,10a,231,4.6000000000000005,1.38,G0,-562.5085831999313,-401.7918451426417
Carimagua (10a)_COS,Carimagua,10a,232,4.62,1.386,G0,-375.00572213320993,-383.9344298030316
Carimagua (10a)_COS,Carimagua,10a,233,4.64,1.392,G0,-312.5047684442252,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,234,4.66,1.398,G0,-562.5085831994656,-401.7918451427747
Carimagua (10a)_COS,Carimagua,10a,235,4.68,1.404,G0,-187.5028610669542,-366.0770144633882
Carimagua (10a)_COS,Carimagua,10a,236,4.7,1.41,G0,-500.0076295109466,-383.93442980306486
Carimagua (10a)_COS,Carimagua,10a,237,4.72,1.416,G0,-312.50476844469085,-375.00572213320993
Carimagua (10a)_COS,Carimagua,10a,238,4.74,1.422,G0,-312.5047684442252,-366.0770144634215
Carimagua (10a)_COS,Carimagua,10a,239,4.76,1.428,G0,-500.0076295109466,-392.8631374728866
Carimagua (10a)_COS,Carimagua,10a,240,4.78,1.434,G0,-250.00381475524048,-366.0770144633217
Carimagua (10a)_COS,Carimagua,10a,241,4.8,1.44,G0,-500.0076295109466,-392.8631374727868
Carimagua (10a)_COS,Carimagua,10a,242,4.82,1.446,G0,-375.00572213320993,-375.00572213307686
Carimagua (10a)_COS,Carimagua,10a,243,4.84,1.452,G0,-312.50476844399236,-375.0057221330436
Carimagua (10a)_COS,Carimagua,10a,244,4.86,1.458,G0,-500.0076295109466,-401.7918451425752
Carimagua (10a)_COS,Carimagua,10a,245,4.88,1.464,G0,-187.50286106625572,-375.00572213307686
Carimagua (10a)_COS,Carimagua,10a,246,4.9,1.47,G0,-500.00762951071374,-392.8631374727535
Carimagua (10a)_COS,Carimagua,10a,247,4.92,1.476,G0,-437.50667582196184,-383.93442980293185
Carimagua (10a)_COS,Carimagua,10a,248,4.94,1.482,G0,-312.504768444458,-312.504768444458
Carimagua (10a)_COS,Carimagua,10a,249,4.96,1.488,G0,-500.0076295109466,-500.0076295109466
Carimagua (10a)_COS,Carimagua,10a,250,4.98,1.494,G0,-250.00381475524048,-250.00381475524048
Carimagua (10a)_COS,Carimagua,10a,1,0,0.015,G1,-25.00038147556188,-25.00038147556188
Carimagua (10a)_COS,Carimagua,10a,2,0.02,0.018,G1,-331.2550545510021,-331.2550545510021
Carimagua (10a)_COS,Carimagua,10a,3,0.04,0.021,G1,-137.50209811549576,-137.50209811549576
Carimagua (10a)_COS,Carimagua,10a,4,0.06,0.024,G1,-268.75410086214833,-258.03965165833193
Carimagua (10a)_COS,Carimagua,10a,5,0.08,0.027,G1,-368.7556267643377,-288.3972577357822
Carimagua (10a)_COS,Carimagua,10a,6,0.1,0.03,G1,-200.00305180437863,-290.18299926974987
Carimagua (10a)_COS,Carimagua,10a,7,0.12,0.036,G1,-475.0072480353992,-326.7907007160892
Carimagua (10a)_COS,Carimagua,10a,8,0.14,0.04199999999999999,G1,-237.50362401771417,-316.969122279267
Carimagua (10a)_COS,Carimagua,10a,9,0.16,0.048,G1,-343.75524528877577,-331.25505455100415
